epoch,loss,pixel_acc,val_loss,val_pixel_acc
137,0.059576500207185745,0.9895936250686646,0.06700009852647781,0.9891011118888855
138,0.05931677296757698,0.9896866679191589,0.06620791554450989,0.9884741306304932
139,0.059251025319099426,0.9892836809158325,0.0665523111820221,0.9887152910232544
140,0.05917344614863396,0.9895109534263611,0.06627620756626129,0.988860011100769
141,0.05910612270236015,0.9894903302192688,0.06639623641967773,0.9887635707855225
142,0.058950573205947876,0.9896659851074219,0.06630514562129974,0.9890528917312622
143,0.058791279792785645,0.9896143078804016,0.06626631319522858,0.9887152910232544
144,0.058694567531347275,0.9895316362380981,0.06621195375919342,0.988860011100769
145,0.058621328324079514,0.9896866679191589,0.06623803824186325,0.988860011100769
146,0.05858894810080528,0.9897280335426331,0.06604055315256119,0.9887635111808777
147,0.05850277096033096,0.9896039366722107,0.06623366475105286,0.9887635111808777
148,0.05855204910039902,0.9896557331085205,0.0660458505153656,0.9889564514160156
149,0.058573853224515915,0.9895110130310059,0.06605847924947739,0.9886670708656311
150,0.05843917652964592,0.9896659851074219,0.06602464616298676,0.9890528917312622
151,0.058484360575675964,0.9899657368659973,0.06609894335269928,0.9890528917312622
152,0.05844733864068985,0.9896143078804016,0.06608139723539352,0.9886670708656311
153,0.058333903551101685,0.9894179105758667,0.06587893515825272,0.9887635707855225
154,0.05821453407406807,0.9896763563156128,0.06596732884645462,0.9889081120491028
155,0.05824350565671921,0.9898417592048645,0.06610766798257828,0.9889564514160156
156,0.05821200832724571,0.9897900819778442,0.06588225811719894,0.9887152910232544
157,0.058203425258398056,0.9896970391273499,0.06586387753486633,0.9889081120491028
158,0.058119479566812515,0.9896969795227051,0.0657871663570404,0.9887635707855225
159,0.0580953024327755,0.9896247386932373,0.06586460024118423,0.988811731338501
160,0.05806145817041397,0.9896970391273499,0.06587117165327072,0.9889081120491028
161,0.05803748592734337,0.9897797107696533,0.06595326215028763,0.9889081120491028
162,0.05801723152399063,0.9897280335426331,0.06581021845340729,0.9887152910232544
163,0.05797427520155907,0.9897074103355408,0.06576421111822128,0.9889081120491028
164,0.057991210371255875,0.9898520112037659,0.06581780314445496,0.9890528917312622
165,0.05789167061448097,0.9897486567497253,0.06575662642717361,0.988860011100769
166,0.05803040787577629,0.9895420074462891,0.06579147279262543,0.9887152910232544
167,0.05790406093001366,0.9897279143333435,0.06579796969890594,0.9890045523643494
168,0.05791375786066055,0.9900069236755371,0.06588137894868851,0.9890528917312622
169,0.0578128881752491,0.9897176623344421,0.06564924120903015,0.988811731338501
170,0.05783189460635185,0.9896659851074219,0.06563513725996017,0.9889081120491028
171,0.05775699019432068,0.9896659851074219,0.06567069888114929,0.988860011100769
172,0.057821862399578094,0.9898209571838379,0.06560155004262924,0.9890045523643494
173,0.05771121010184288,0.9897693395614624,0.06558023393154144,0.988860011100769
174,0.05770248919725418,0.9897176623344421,0.06570466607809067,0.9889081120491028
175,0.057649318128824234,0.9897899627685547,0.06569322943687439,0.9889564514160156
176,0.057617515325546265,0.9898107647895813,0.0655466690659523,0.9890528917312622
177,0.057581543922424316,0.9898520112037659,0.06567119061946869,0.9889564514160156
178,0.057559479027986526,0.9897693395614624,0.06565042585134506,0.9889081120491028
179,0.05752968043088913,0.9898210167884827,0.06550950556993484,0.9890046715736389
180,0.05750373378396034,0.9899243712425232,0.06557716429233551,0.9890045523643494
181,0.057488638907670975,0.9899346232414246,0.06556686013936996,0.9890045523643494
182,0.05742884799838066,0.989862322807312,0.06554622203111649,0.9889081120491028
183,0.05740430951118469,0.9898106455802917,0.0654388889670372,0.9890046715736389
184,0.057405948638916016,0.9899036884307861,0.06550606340169907,0.9890045523643494
185,0.05738958716392517,0.9898520112037659,0.06557922065258026,0.9889081120491028
186,0.057349421083927155,0.9898830652236938,0.06540367007255554,0.9889564514160156
187,0.05728856846690178,0.989841639995575,0.06547553092241287,0.9889564514160156
188,0.05727904289960861,0.9898933172225952,0.06554268300533295,0.9890045523643494
189,0.05722104385495186,0.9899657368659973,0.06540189683437347,0.9890045523643494
190,0.05724038556218147,0.9897900819778442,0.06534197926521301,0.9889081120491028
191,0.05716441199183464,0.9898313879966736,0.06536117196083069,0.9889081120491028
192,0.05715034157037735,0.9899037480354309,0.06540104001760483,0.9890045523643494
193,0.05709921568632126,0.9899036884307861,0.06535233557224274,0.9889081120491028
194,0.05706162005662918,0.9898934364318848,0.06529621034860611,0.9889564514160156
195,0.057065509259700775,0.9899243116378784,0.06536563485860825,0.9890528917312622
196,0.05706767365336418,0.9899863004684448,0.06517049670219421,0.9890528917312622
197,0.05709599331021309,0.9897487163543701,0.06550360471010208,0.9888598918914795
198,0.057071857154369354,0.9899346232414246,0.0652799904346466,0.9891011118888855
199,0.056986287236213684,0.9901000261306763,0.06504946202039719,0.9889564514160156
200,0.05684400349855423,0.9899036884307861,0.06532968580722809,0.9889081120491028
201,0.056932561099529266,0.9898003935813904,0.06521821022033691,0.9889564514160156
202,0.05684812739491463,0.9899449944496155,0.06527916342020035,0.9890528917312622
203,0.0568256601691246,0.9900897741317749,0.06517916917800903,0.9890528917312622
204,0.056759923696517944,0.9899657368659973,0.06507379561662674,0.9889564514160156
205,0.05672192573547363,0.9899139404296875,0.06508217006921768,0.9889564514160156
206,0.05670422688126564,0.9899449944496155,0.06514406204223633,0.9890045523643494
207,0.056677788496017456,0.9900587201118469,0.06502287089824677,0.9890045523643494
208,0.05662153288722038,0.9899966716766357,0.06500763446092606,0.9889081120491028
209,0.0566144660115242,0.989914059638977,0.0651165172457695,0.9889564514160156
210,0.05655951052904129,0.9899347424507141,0.06495266407728195,0.9890045523643494
211,0.056516896933317184,0.9899449944496155,0.06501713395118713,0.9889564514160156
212,0.05648936703801155,0.9900380373001099,0.06500472128391266,0.9890528917312622
213,0.056477922946214676,0.9900380373001099,0.06499847769737244,0.9889081120491028
214,0.056503284722566605,0.9899657368659973,0.06480487436056137,0.9890045523643494
215,0.056404970586299896,0.9900174140930176,0.06507159769535065,0.9890528917312622
216,0.05639483407139778,0.9900380373001099,0.06484619528055191,0.9890045523643494
217,0.05634795501828194,0.9900897741317749,0.06489752978086472,0.9890528917312622
218,0.05635492131114006,0.9898830652236938,0.06480251997709274,0.9889564514160156
219,0.056280117481946945,0.990017294883728,0.06493917852640152,0.9890045523643494
220,0.056270092725753784,0.990048348903656,0.06498590111732483,0.9890045523643494
221,0.056204427033662796,0.9901207685470581,0.06480138748884201,0.9890528917312622
222,0.05628274008631706,0.9899657368659973,0.06473354995250702,0.9889564514160156
223,0.05611276626586914,0.9900586009025574,0.06478001177310944,0.9890045523643494
224,0.05612647533416748,0.9901001453399658,0.0647667720913887,0.9890045523643494
225,0.05608899146318436,0.990079402923584,0.06473979353904724,0.9890045523643494
226,0.05611429736018181,0.990048348903656,0.06452430784702301,0.9890528917312622
227,0.05597427859902382,0.9901000261306763,0.06486879289150238,0.9889564514160156
228,0.05599810555577278,0.9900587201118469,0.0646786019206047,0.9890045523643494
229,0.055961187928915024,0.9900587201118469,0.06467083096504211,0.9889081120491028
230,0.05591196194291115,0.9900689721107483,0.06458684802055359,0.9890045523643494
231,0.055895548313856125,0.9900380373001099,0.06453878432512283,0.9890045523643494
232,0.05583028122782707,0.9900793433189392,0.06457969546318054,0.9889081120491028
233,0.05580967292189598,0.9900690913200378,0.06452042609453201,0.9889081120491028
234,0.055765874683856964,0.9901102781295776,0.06464436650276184,0.9890528917312622
235,0.055740226060152054,0.9901206493377686,0.06442054361104965,0.9890528917312622
236,0.05572449043393135,0.9901517033576965,0.0646299496293068,0.9890045523643494
237,0.05566074699163437,0.9901310205459595,0.06439074873924255,0.9890528917312622
238,0.05573778972029686,0.9901723265647888,0.06452626734972,0.9891011118888855
239,0.05568157508969307,0.990048348903656,0.06434943526983261,0.988860011100769
240,0.05559568852186203,0.989914059638977,0.0644049346446991,0.9889564514160156
241,0.05553154647350311,0.9901517033576965,0.06465109437704086,0.9891011118888855
242,0.055571652948856354,0.9902137517929077,0.06425155699253082,0.9890528917312622
243,0.05544576793909073,0.9901310205459595,0.06441449373960495,0.9889563322067261
244,0.05541561171412468,0.9901723265647888,0.06425710022449493,0.9890528917312622
245,0.0554107129573822,0.9900586009025574,0.06429453194141388,0.9889081120491028
246,0.05538524314761162,0.9901310205459595,0.06436888873577118,0.9891493320465088
247,0.05533675476908684,0.9901517033576965,0.06424912065267563,0.9890046715736389
248,0.05530080944299698,0.990048348903656,0.06423995643854141,0.9889564514160156
249,0.055264003574848175,0.9901517033576965,0.06426971405744553,0.9891493320465088
